Number of Edges,Number of Vertices,Clustering Coefficient,Average Degree,Average Excess Degree,Average Distance,Size of LCC,Number of CC
uk,663,675,0.0,1.9644444444444444,236.66666666666666,1.9915823419625966,346,12
